Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Base_Link,-0.00017976,0.0064014,0.0017348,0,0,0,0.21236,0.00026919,-2.9034E-06,9.9958E-07,0.00055913,-1.8533E-06,0.00029537,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Base_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Base_Link.STL,,Copy of base assem1-2/Copy of base-1;Copy of base assem1-2/Copy of breadboardAssem-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Hip4_Link,-0.011761,-0.0029717,-0.015857,0,0,0,0.026582,6.5375E-06,1.1094E-08,-1.2634E-06,4.1152E-06,-1.4967E-08,5.1173E-06,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Hip4_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Hip4_Link.STL,,Copy of legAssem-4/Copy of upperLegAssem-1/Copy of upperLeg-1;Copy of base assem1-2/Copy of towerproAssemSingle-1,Origin_Hip4_Joint,,Hip4_Joint,fixed,-0.039434,0.04833,0.0012,-1.5708,0,-1.5708,Base_Link,0,0,0,,,,,,,,,,,,
Thigh4_Link,-0.059271,-0.0091138,0.036281,0,0,0,0.036775,5.8897E-06,7.1143E-09,1.3761E-07,1.7963E-05,-1.0798E-08,2.2441E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Thigh4_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Thigh4_Link.STL,,Copy of legAssem-4/Copy of middleLeg-1;Copy of legAssem-4/Copy of upperLegAssem-1/Copy of towerproAssemSingle-1,Origin_Thigh4_Joint,Axis_Thigh4_Joint,Thigh4_Joint,continuous,0.01,0,0,-2.6013,-0.48447,1.2984,Hip4_Link,0.85229,0,0.52306,,,,,,,,,,,,
Shin4_Link,-0.069847,0.00052424,0.12515,0,0,0,0.057893,5.1892E-06,-1.69E-07,-2.1127E-06,9.8478E-05,-1.0926E-08,9.4824E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Shin4_Link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Shin4_Link.STL,,Copy of legAssem-4/Copy of towerproAssemSingle-1;Copy of legAssem-4/Copy of endLegFoot-2,Origin_Shin4_Joint,Axis_Shin4_Joint,Shin4_Joint,continuous,0.047628,-0.01349,0.037321,0,-0.7885,0,Thigh4_Link,0.9718,0,-0.23582,,,,,,,,,,,,
Foot4_Link,0.0036762,0.12771,0.00015874,0,0,0,0.0091406,1.4339E-06,6.6635E-08,-7.4416E-13,7.4197E-07,-1.0998E-13,1.335E-06,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Foot4_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Foot4_Link.STL,,Copy of legAssem-4/Copy of FootV2-1,Origin_Foot4_Joint,Axis_Foot4_Joint,Foot4_Joint,continuous,0,0,0,1.5708,-0.23806,3.1416,Shin4_Link,1,0,0,,,,,,,,,,,,
Hip3_Link,-0.0096475,-0.0029717,0.016789,0,0,0,0.026582,6.8538E-06,-3.974E-08,9.7439E-07,4.1152E-06,-7.4494E-09,4.801E-06,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Hip3_Link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Hip3_Link.STL,,Copy of base assem1-2/Copy of towerproAssemSingle-2;Copy of legAssem-3/Copy of upperLegAssem-1/Copy of upperLeg-1,Origin_Hip3_Joint,,Hip3_Joint,fixed,0.039434,0.04833,0.0012,-1.5708,0,-1.5708,Base_Link,0,0,0,,,,,,,,,,,,
Thigh3_Link,-0.066054,0.018566,0.027776,0,0,0,0.036775,5.8177E-06,9.5065E-09,1.543E-07,1.7963E-05,-8.8988E-09,2.2513E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Thigh3_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Thigh3_Link.STL,,Copy of legAssem-3/Copy of middleLeg-1;Copy of legAssem-3/Copy of upperLegAssem-1/Copy of towerproAssemSingle-1,Origin_Thigh3_Joint,Axis_Thigh3_Joint,Thigh3_Joint,continuous,0.01,0,0,-0.48921,0.7299,1.2297,Hip3_Link,0.70231,0,0.71188,,,,,,,,,,,,
Shin3_Link,-0.017595,0.00052424,0.16111,0,0,0,0.057893,5.1914E-06,-1.6879E-07,-2.1139E-06,9.8478E-05,-1.08E-08,9.4822E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Shin3_Link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Shin3_Link.STL,,Copy of legAssem-3/Copy of towerproAssemSingle-1;Copy of legAssem-3/Copy of endLegFoot-2,Origin_Shin3_Joint,Axis_Shin3_Joint,Shin3_Joint,continuous,0.040425,0.014191,0.048531,0,-1.3015,0,Thigh3_Link,0.87309,0,-0.48756,,,,,,,,,,,,
Foot3_Link,0.00846236937903797,0.175922186726946,0.000158755831628617,0,0,0,0.00914057903727103,1.43388054325383E-06,6.66354691405123E-08,4.07491869839655E-13,7.41969110605252E-07,-1.34870054650644E-13,1.33502935775728E-06,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Foot3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Foot3_Link.STL,,Copy of legAssem-3/Copy of FootV2-1,Origin_Foot3_Joint,Axis_Foot3_Joint,Foot3_Joint,continuous,0,0,0,1.5707963267949,-0.509295916609659,3.14159265358979,Shin3_Link,1,0,0,,,,,,,,,,,,
Hip2_Link,-0.015026,0.0029717,-0.013671,0,0,0,0.026582,5.9497E-06,3.5553E-08,-1.5056E-06,4.1152E-06,-1.6272E-08,5.7051E-06,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Hip2_Link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://FullAssemV2_URDF_8/meshes/Hip2_Link.STL,,Copy of base assem1-2/Copy of towerproAssemSingle-4;Copy of legAssem-2/Copy of upperLegAssem-1/Copy of upperLeg-1,Origin_Hip2_Joint,,Hip2_Joint,fixed,0.033915,-0.053882,0.0012,1.5708,0,3.1416,Base_Link,0,0,0,,,,,,,,,,,,
